Segment	Protein Name	Sequence Accession	Complete Genome	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	Curation Report	
3	PA	MH363078	Yes	2276	-N/A-	03/21/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/13/2018	Pass	
7	-N/A-,-N/A-	MH363082	Yes	1155	-N/A-	03/21/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/13/2018	Pass	
5	NP	MH363080	Yes	1816	-N/A-	03/21/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/13/2018	Pass	
1	PB1	MH363077	Yes	2341	-N/A-	03/21/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/13/2018	Pass	
6	-N/A-,-N/A-	MH363081	Yes	1529	-N/A-	03/21/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/13/2018	Pass	
4	HA	MH363079	Yes	1853	-N/A-	03/21/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/13/2018	Pass	
2	PB2	MH363076	Yes	2368	-N/A-	03/21/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/13/2018	Pass	
8	-N/A-,-N/A-	MH584198	Yes	1066	-N/A-	02/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/14/2018	Pass	
4	HA	MH584200	Yes	1850	-N/A-	02/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/14/2018	Pass	
1	PB1	MH584204	Yes	2340	-N/A-	02/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/14/2018	Pass	
7	-N/A-,-N/A-	MH584202	Yes	1154	-N/A-	02/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/14/2018	Pass	
6	-N/A-,-N/A-	MH584203	Yes	1528	-N/A-	02/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/14/2018	Pass	
5	NP	MH584201	Yes	1816	-N/A-	02/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/14/2018	Pass	
3	PA	MH584199	Yes	2276	-N/A-	02/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/14/2018	Pass	
2	PB2	MH584197	Yes	2367	-N/A-	02/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/14/2018	Pass	
3	PA	MH584210	Yes	2276	-N/A-	02/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/15/2018	Pass	
7	-N/A-,-N/A-	MH584206	Yes	1154	-N/A-	02/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/15/2018	Pass	
6	-N/A-,-N/A-	MH584207	Yes	1528	-N/A-	02/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/15/2018	Pass	
8	-N/A-,-N/A-	MH584205	Yes	1066	-N/A-	02/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/15/2018	Pass	
5	NP	MH584208	Yes	1816	-N/A-	02/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/15/2018	Pass	
4	HA	MH584209	Yes	1850	-N/A-	02/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/15/2018	Pass	
1	PB1	MH584211	Yes	2340	-N/A-	02/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/15/2018	Pass	
2	PB2	MH584212	Yes	2367	-N/A-	02/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/15/2018	Pass	
3	PA	MH584215	Yes	2276	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/16/2018	Pass	
8	-N/A-,-N/A-	MH584217	Yes	1066	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/16/2018	Pass	
1	PB1	MH584219	Yes	2340	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/16/2018	Pass	
4	HA	MH584214	Yes	1850	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/16/2018	Pass	
6	-N/A-,-N/A-	MH584216	Yes	1528	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/16/2018	Pass	
7	-N/A-,-N/A-	MH584218	Yes	1154	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/16/2018	Pass	
2	PB2	MH584220	Yes	2367	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/16/2018	Pass	
5	NP	MH584213	Yes	1816	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/16/2018	Pass	
1	PB1	MH584228	Yes	2340	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/17/2018	Pass	
7	-N/A-,-N/A-	MH584227	Yes	1154	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/17/2018	Pass	
2	PB2	MH584225	Yes	2367	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/17/2018	Pass	
4	HA	MH584223	Yes	1850	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/17/2018	Pass	
6	-N/A-,-N/A-	MH584221	Yes	1528	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/17/2018	Pass	
3	PA	MH584224	Yes	2276	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/17/2018	Pass	
5	NP	MH584222	Yes	1816	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/17/2018	Pass	
8	-N/A-,-N/A-	MH584226	Yes	1066	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/17/2018	Pass	
7	-N/A-,-N/A-	MH584231	Yes	1154	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/18/2018	Pass	
3	PA	MH584235	Yes	2276	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/18/2018	Pass	
5	NP	MH584233	Yes	1816	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/18/2018	Pass	
2	PB2	MH584229	Yes	2367	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/18/2018	Pass	
6	-N/A-,-N/A-	MH584232	Yes	1528	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/18/2018	Pass	
4	HA	MH584234	Yes	1850	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/18/2018	Pass	
1	PB1	MH584236	Yes	2340	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/18/2018	Pass	
8	-N/A-,-N/A-	MH584230	Yes	1066	-N/A-	02/06/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/18/2018	Pass	
3	PA	MH584242	Yes	2276	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/19/2018	Pass	
5	NP	MH584240	Yes	1816	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/19/2018	Pass	
7	-N/A-,-N/A-	MH584238	Yes	1154	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/19/2018	Pass	
1	PB1	MH584243	Yes	2340	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/19/2018	Pass	
4	HA	MH584241	Yes	1850	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/19/2018	Pass	
2	PB2	MH584244	Yes	2367	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/19/2018	Pass	
8	-N/A-,-N/A-	MH584237	Yes	1069	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/19/2018	Pass	
6	-N/A-,-N/A-	MH584239	Yes	1528	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/19/2018	Pass	
3	PA	MH584250	Yes	2276	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/20/2018	Pass	
2	PB2	MH584252	Yes	2367	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/20/2018	Pass	
8	-N/A-,-N/A-	MH584245	Yes	1066	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/20/2018	Pass	
1	PB1	MH584251	Yes	2340	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/20/2018	Pass	
4	HA	MH584249	Yes	1850	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/20/2018	Pass	
5	NP	MH584248	Yes	1815	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/20/2018	Pass	
7	-N/A-,-N/A-	MH584246	Yes	1154	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/20/2018	Pass	
6	-N/A-,-N/A-	MH584247	Yes	1528	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/20/2018	Pass	
5	NP	MH584259	Yes	1816	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/21/2018	Pass	
3	PA	MH584255	Yes	2276	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/21/2018	Pass	
8	-N/A-,-N/A-	MH584253	Yes	1066	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/21/2018	Pass	
6	-N/A-,-N/A-	MH584258	Yes	1528	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/21/2018	Pass	
7	-N/A-,-N/A-	MH584254	Yes	1154	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/21/2018	Pass	
1	PB1	MH584256	Yes	2340	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/21/2018	Pass	
4	HA	MH584260	Yes	1850	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/21/2018	Pass	
2	PB2	MH584257	Yes	2367	-N/A-	02/07/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/21/2018	Pass	
2	PB2	MH584266	Yes	2367	-N/A-	02/08/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/22/2018	Pass	
8	-N/A-,-N/A-	MH584261	Yes	1066	-N/A-	02/08/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/22/2018	Pass	
1	PB1	MH584268	Yes	2340	-N/A-	02/08/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/22/2018	Pass	
5	NP	MH584263	Yes	1815	-N/A-	02/08/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/22/2018	Pass	
3	PA	MH584264	Yes	2276	-N/A-	02/08/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/22/2018	Pass	
6	-N/A-,-N/A-	MH584267	Yes	1528	-N/A-	02/08/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/22/2018	Pass	
7	-N/A-,-N/A-	MH584265	Yes	1154	-N/A-	02/08/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/22/2018	Pass	
4	HA	MH584262	Yes	1850	-N/A-	02/08/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/22/2018	Pass	
6	-N/A-,-N/A-	MH584271	Yes	1528	-N/A-	02/09/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/23/2018	Pass	
3	PA	MH584274	Yes	2276	-N/A-	02/09/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/23/2018	Pass	
8	-N/A-,-N/A-	MH584269	Yes	1066	-N/A-	02/09/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/23/2018	Pass	
4	HA	MH584273	Yes	1850	-N/A-	02/09/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/23/2018	Pass	
1	PB1	MH584275	Yes	2340	-N/A-	02/09/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/23/2018	Pass	
2	PB2	MH584276	Yes	2367	-N/A-	02/09/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/23/2018	Pass	
7	-N/A-,-N/A-	MH584270	Yes	1154	-N/A-	02/09/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/23/2018	Pass	
5	NP	MH584272	Yes	1816	-N/A-	02/09/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/23/2018	Pass	
2	PB2	MH584284	Yes	2367	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
3	PA	MH671743	Yes	2276	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
2	PB2	MH671745	Yes	2367	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
1	PB1	MH671747	Yes	2340	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
8	-N/A-,-N/A-	MH584277	Yes	1066	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
7	-N/A-,-N/A-	MH584278	Yes	1154	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
5	NP	MH584280	Yes	1816	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
3	PA	MH584282	Yes	2276	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
6	-N/A-,-N/A-	MH584279	Yes	1528	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
5	NP	MH671749	Yes	1816	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
6	-N/A-,-N/A-	MH671742	Yes	1528	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
7	-N/A-,-N/A-	MH671744	Yes	1154	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
8	-N/A-,-N/A-	MH671746	Yes	1066	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
4	HA	MH671748	Yes	1850	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
4	HA	MH584281	Yes	1850	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
1	PB1	MH584283	Yes	2340	-N/A-	04/04/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/25/2018	Pass	
3	PA	MH606368	Yes	2276	-N/A-	04/17/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/26/2018	Pass	
5	NP	MH606370	Yes	1816	-N/A-	04/17/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/26/2018	Pass	
8	-N/A-,-N/A-	MH606372	Yes	1066	-N/A-	04/17/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/26/2018	Pass	
6	-N/A-,-N/A-	MH606371	Yes	1528	-N/A-	04/17/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/26/2018	Pass	
7	-N/A-,-N/A-	MH606366	Yes	1154	-N/A-	04/17/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/26/2018	Pass	
1	PB1	MH606367	Yes	2340	-N/A-	04/17/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/26/2018	Pass	
4	HA	MH606369	Yes	1850	-N/A-	04/17/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/26/2018	Pass	
2	PB2	MH606365	Yes	2367	-N/A-	04/17/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/26/2018	Pass	
8	-N/A-,-N/A-	MH606379	Yes	1062	-N/A-	04/18/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/27/2018	Pass	
1	PB1	MH606374	Yes	2341	-N/A-	04/18/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/27/2018	Pass	
5	NP	MH606376	Yes	1816	-N/A-	04/18/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/27/2018	Pass	
7	-N/A-,-N/A-	MH606378	Yes	1154	-N/A-	04/18/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/27/2018	Pass	
3	PA	MH606380	Yes	2275	-N/A-	04/18/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/27/2018	Pass	
2	PB2	MH606373	Yes	2367	-N/A-	04/18/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/27/2018	Pass	
4	HA	MH606375	Yes	1853	-N/A-	04/18/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/27/2018	Pass	
6	-N/A-,-N/A-	MH606377	Yes	1530	-N/A-	04/18/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/27/2018	Pass	
2	PB2	MH606381	Yes	2367	-N/A-	05/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/28/2018	Pass	
3	PA	MH606383	Yes	2276	-N/A-	05/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/28/2018	Pass	
5	NP	MH606385	Yes	1816	-N/A-	05/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/28/2018	Pass	
6	-N/A-,-N/A-	MH606386	Yes	1529	-N/A-	05/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/28/2018	Pass	
8	-N/A-,-N/A-	MH606388	Yes	1062	-N/A-	05/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/28/2018	Pass	
1	PB1	MH606382	Yes	2340	-N/A-	05/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/28/2018	Pass	
4	HA	MH606384	Yes	1853	-N/A-	05/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/28/2018	Pass	
7	-N/A-,-N/A-	MH606387	Yes	1155	-N/A-	05/01/2018	IRD:Human	USA	Delaware	17-18	B/Delaware/28/2018	Pass	
2	PB2	CY263475	Yes	2367	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
7	-N/A-,M1	CY263480	Yes	1155	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
8	NS1,NS2	CY263481	Yes	1062	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
5	NP	CY263478	Yes	1815	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
8	-N/A-,-N/A-	MH080593	Yes	1062	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
4	HA	MH080595	Yes	1853	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
2	PB2	MH080621	Yes	2367	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
6	-N/A-,-N/A-	MH080594	Yes	1530	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
3	PA	MH080596	Yes	2275	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
7	-N/A-,-N/A-	MH080597	Yes	1155	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
5	NP	MH080598	Yes	1815	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
1	PB1	CY263474	Yes	2340	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
3	PA	CY263476	Yes	2275	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
6	NA,NB	CY263479	Yes	1530	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
4	HA	CY263477	Yes	1853	-N/A-	12/01/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/43/2017	Pass	
6	NA,NB	MG830578	Yes	1530	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
3	PA	MG830581	Yes	2276	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
1	PB1	MG830582	Yes	2340	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
4	HA	MG830580	Yes	1853	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
2	PB2	MG830583	Yes	2367	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
7	-N/A-,M1	MG830577	Yes	1155	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
5	NP	MG830579	Yes	1816	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
1	PB1	MH130833	Yes	2340	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
4	HA	MH130835	Yes	1853	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
6	-N/A-,-N/A-	MH130837	Yes	1530	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
8	-N/A-,-N/A-	MH130839	Yes	1062	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
4	HA	MH581687	Yes	1853	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
5	NP	MH581688	Yes	1816	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
7	-N/A-,-N/A-	MH581690	Yes	1155	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
2	PB2	MH130832	Yes	2367	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
3	PA	MH130834	Yes	2276	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
5	NP	MH130836	Yes	1816	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
7	-N/A-,-N/A-	MH130838	Yes	1155	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
2	PB2	MH581684	Yes	2367	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
1	PB1	MH581685	Yes	2340	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
3	PA	MH581686	Yes	2276	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
6	-N/A-,-N/A-	MH581689	Yes	1530	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
8	-N/A-,-N/A-	MH581691	Yes	1062	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
8	NS1,NS2	MG830576	Yes	1062	-N/A-	12/17/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/44/2017	Pass	
8	NS1,NS2	MG830584	Yes	1062	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
5	NP	MG830587	Yes	1816	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
3	PA	MG830589	Yes	2275	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
2	PB2	MG830591	Yes	2367	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
7	-N/A-,M1	MG830585	Yes	1155	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
4	HA	MG830588	Yes	1853	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
1	PB1	MG830590	Yes	2341	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
6	NA,NB	MG830586	Yes	1530	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
8	-N/A-,-N/A-	MH581699	Yes	1062	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
6	-N/A-,-N/A-	MH581697	Yes	1530	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
4	HA	MH581695	Yes	1853	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
1	PB1	MH581693	Yes	2341	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
8	-N/A-,-N/A-	MH130847	Yes	1062	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
6	-N/A-,-N/A-	MH130845	Yes	1530	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
5	NP	MH130844	Yes	1816	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
4	HA	MH130843	Yes	1853	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
7	-N/A-,-N/A-	MH130846	Yes	1155	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
1	PB1	MH130841	Yes	2341	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
2	PB2	MH581692	Yes	2367	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
3	PA	MH581694	Yes	2275	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
5	NP	MH581696	Yes	1816	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
7	-N/A-,-N/A-	MH581698	Yes	1155	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
2	PB2	MH130840	Yes	2367	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
3	PA	MH130842	Yes	2275	-N/A-	12/18/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/45/2017	Pass	
6	-N/A-,-N/A-	MH080947	Yes	1528	-N/A-	12/31/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/46/2017	Pass	
4	HA	MH080945	Yes	1850	-N/A-	12/31/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/46/2017	Pass	
1	PB1	MH080943	Yes	2340	-N/A-	12/31/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/46/2017	Pass	
8	-N/A-,-N/A-	MH080949	Yes	1066	-N/A-	12/31/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/46/2017	Pass	
7	-N/A-,-N/A-	MH080948	Yes	1154	-N/A-	12/31/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/46/2017	Pass	
5	NP	MH080946	Yes	1816	-N/A-	12/31/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/46/2017	Pass	
3	PA	MH080944	Yes	2276	-N/A-	12/31/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/46/2017	Pass	
2	PB2	MH080942	Yes	2367	-N/A-	12/31/2017	IRD:Human	USA	Delaware	17-18	B/Delaware/46/2017	Pass	
6	-N/A-,-N/A-	MH585248	Yes	1530	-N/A-	01/05/2018	IRD:Human	USA	District of Columbia	17-18	B/District Of Columbia/01/2018	Pass	
5	NP	MH585247	Yes	1815	-N/A-	01/05/2018	IRD:Human	USA	District of Columbia	17-18	B/District Of Columbia/01/2018	Pass	
